timestamp,lot_id,capacity,occupied,available,occupancy_rate,rain_mm,event_flag,exam_period
2026-03-09 11:00:00,P6,300,133,167,0.44333333333333336,0.0,0,0
2026-03-09 11:30:00,P1,180,103,77,0.5722222222222222,0.0,0,0
2026-03-09 11:30:00,P2,140,76,64,0.5428571428571428,0.0,0,0
2026-03-09 11:30:00,P3,220,124,96,0.5636363636363636,5.36,0,0
2026-03-09 11:30:00,P4,260,123,137,0.47307692307692306,0.0,0,0
2026-03-09 11:30:00,P5,120,62,58,0.5166666666666667,0.0,0,0
2026-03-09 11:30:00,P6,300,90,210,0.3,0.0,0,0
2026-03-09 12:00:00,P1,180,93,87,0.5166666666666667,0.0,0,0
2026-03-09 12:00:00,P2,140,69,71,0.4928571428571429,0.0,0,0
2026-03-09 12:00:00,P3,220,98,122,0.44545454545454544,0.0,0,0
2026-03-09 12:00:00,P4,260,100,160,0.38461538461538464,0.0,0,0
2026-03-09 12:00:00,P5,120,60,60,0.5,0.0,0,0
2026-03-09 12:00:00,P6,300,84,216,0.28,0.0,0,0
2026-03-09 12:30:00,P1,180,88,92,0.4888888888888889,0.0,0,0
2026-03-09 12:30:00,P2,140,61,79,0.4357142857142857,0.0,0,0
2026-03-09 12:30:00,P3,220,93,127,0.42272727272727273,0.0,0,0
2026-03-09 12:30:00,P4,260,100,160,0.38461538461538464,2.31,0,0
2026-03-09 12:30:00,P5,120,56,64,0.4666666666666667,0.0,0,0
2026-03-09 12:30:00,P6,300,76,224,0.25333333333333335,0.0,0,0
2026-03-09 13:00:00,P1,180,81,99,0.45,1.89,0,0
2026-03-09 13:00:00,P2,140,53,87,0.37857142857142856,1.07,0,0
2026-03-09 13:00:00,P3,220,78,142,0.35454545454545455,0.0,0,0
2026-03-09 13:00:00,P4,260,85,175,0.3269230769230769,0.0,0,0
2026-03-09 13:00:00,P5,120,42,78,0.35,0.0,0,0
2026-03-09 13:00:00,P6,300,66,234,0.22,0.0,0,0
2026-03-09 13:30:00,P1,180,70,110,0.3888888888888889,0.0,0,0
2026-03-09 13:30:00,P2,140,55,85,0.39285714285714285,5.09,0,0
2026-03-09 13:30:00,P3,220,66,154,0.3,4.53,0,0
2026-03-09 13:30:00,P4,260,65,195,0.25,0.23,0,0
2026-03-09 13:30:00,P5,120,44,76,0.36666666666666664,0.0,0,0
2026-03-09 13:30:00,P6,300,47,253,0.15666666666666668,0.0,0,0
2026-03-09 14:00:00,P1,180,73,107,0.40555555555555556,0.0,0,0
2026-03-09 14:00:00,P2,140,46,94,0.32857142857142857,0.0,0,0
2026-03-09 14:00:00,P3,220,55,165,0.25,0.0,0,0
2026-03-09 14:00:00,P4,260,68,192,0.26153846153846155,0.0,0,0
2026-03-09 14:00:00,P5,120,40,80,0.3333333333333333,0.0,0,0
2026-03-09 14:00:00,P6,300,41,259,0.13666666666666666,0.0,0,0
2026-03-09 14:30:00,P1,180,68,112,0.37777777777777777,0.5,0,0
2026-03-09 14:30:00,P2,140,51,89,0.36428571428571427,4.25,0,0
2026-03-09 14:30:00,P3,220,70,150,0.3181818181818182,0.0,0,0
2026-03-09 14:30:00,P4,260,66,194,0.25384615384615383,0.0,0,0
2026-03-09 14:30:00,P5,120,39,81,0.325,0.0,0,0
2026-03-09 14:30:00,P6,300,54,246,0.18,2.44,0,0
2026-03-09 15:00:00,P1,180,63,117,0.35,0.0,0,0
2026-03-09 15:00:00,P2,140,44,96,0.3142857142857143,0.0,0,0
2026-03-09 15:00:00,P3,220,49,171,0.22272727272727272,0.0,0,0
2026-03-09 15:00:00,P4,260,46,214,0.17692307692307693,0.42,0,0
2026-03-09 15:00:00,P5,120,37,83,0.30833333333333335,0.0,0,0
2026-03-09 15:00:00,P6,300,41,259,0.13666666666666666,2.66,0,0
2026-03-09 15:30:00,P1,180,58,122,0.32222222222222224,0.0,0,0
2026-03-09 15:30:00,P2,140,34,106,0.24285714285714285,0.0,0,0
2026-03-09 15:30:00,P3,220,61,159,0.2772727272727273,4.31,0,0
2026-03-09 15:30:00,P4,260,49,211,0.18846153846153846,0.0,0,0
2026-03-09 15:30:00,P5,120,29,91,0.24166666666666667,0.0,0,0
2026-03-09 15:30:00,P6,300,23,277,0.07666666666666666,0.0,0,0
2026-03-09 16:00:00,P1,180,55,125,0.3055555555555556,0.0,0,0
2026-03-09 16:00:00,P2,140,37,103,0.2642857142857143,0.0,0,0
2026-03-09 16:00:00,P3,220,61,159,0.2772727272727273,0.0,0,0
2026-03-09 16:00:00,P4,260,38,222,0.14615384615384616,0.0,0,0
2026-03-09 16:00:00,P5,120,26,94,0.21666666666666667,0.0,0,0
2026-03-09 16:00:00,P6,300,31,269,0.10333333333333333,2.05,0,0
2026-03-09 16:30:00,P1,180,52,128,0.28888888888888886,0.0,0,0
2026-03-09 16:30:00,P2,140,32,108,0.22857142857142856,0.26,0,0
2026-03-09 16:30:00,P3,220,45,175,0.20454545454545456,0.0,0,0
2026-03-09 16:30:00,P4,260,44,216,0.16923076923076924,0.0,0,0
2026-03-09 16:30:00,P5,120,28,92,0.23333333333333334,1.83,0,0
2026-03-09 16:30:00,P6,300,27,273,0.09,0.0,0,0
2026-03-09 17:00:00,P1,180,49,131,0.2722222222222222,0.0,0,0
2026-03-09 17:00:00,P2,140,36,104,0.2571428571428571,5.65,0,0
2026-03-09 17:00:00,P3,220,38,182,0.17272727272727273,0.0,0,0
2026-03-09 17:00:00,P4,260,39,221,0.15,0.0,0,0
2026-03-09 17:00:00,P5,120,27,93,0.225,0.0,0,0
2026-03-09 17:00:00,P6,300,13,287,0.043333333333333335,0.0,0,0
2026-03-09 17:30:00,P1,180,50,130,0.2777777777777778,0.0,0,0
2026-03-09 17:30:00,P2,140,33,107,0.2357142857142857,0.0,0,0
2026-03-09 17:30:00,P3,220,31,189,0.1409090909090909,0.0,0,0
2026-03-09 17:30:00,P4,260,39,221,0.15,0.0,0,0
2026-03-09 17:30:00,P5,120,22,98,0.18333333333333332,0.0,0,0
2026-03-09 17:30:00,P6,300,28,272,0.09333333333333334,0.0,0,0
2026-03-09 18:00:00,P1,180,44,136,0.24444444444444444,0.0,0,0
2026-03-09 18:00:00,P2,140,27,113,0.19285714285714287,0.46,0,0
2026-03-09 18:00:00,P3,220,35,185,0.1590909090909091,0.0,0,0
2026-03-09 18:00:00,P4,260,27,233,0.10384615384615385,0.0,0,0
2026-03-09 18:00:00,P5,120,30,90,0.25,0.0,0,0
2026-03-09 18:00:00,P6,300,14,286,0.04666666666666667,0.0,0,0
2026-03-09 18:30:00,P1,180,41,139,0.22777777777777777,0.0,0,0
2026-03-09 18:30:00,P2,140,38,102,0.2714285714285714,0.0,0,0
2026-03-09 18:30:00,P3,220,31,189,0.1409090909090909,0.0,0,0
2026-03-09 18:30:00,P4,260,24,236,0.09230769230769231,0.0,0,0
2026-03-09 18:30:00,P5,120,22,98,0.18333333333333332,0.0,0,0
2026-03-09 18:30:00,P6,300,6,294,0.02,0.0,0,0
2026-03-09 19:00:00,P1,180,53,127,0.29444444444444445,4.17,0,0
2026-03-09 19:00:00,P2,140,27,113,0.19285714285714287,0.0,0,0
2026-03-09 19:00:00,P3,220,26,194,0.11818181818181818,0.0,0,0
2026-03-09 19:00:00,P4,260,36,224,0.13846153846153847,0.51,0,0
2026-03-09 19:00:00,P5,120,20,100,0.16666666666666666,0.0,0,0
2026-03-09 19:00:00,P6,300,12,288,0.04,0.0,0,0
2026-03-09 19:30:00,P1,180,41,139,0.22777777777777777,0.0,0,0
2026-03-09 19:30:00,P2,140,22,118,0.15714285714285714,0.0,0,0
2026-03-09 19:30:00,P3,220,35,185,0.1590909090909091,0.0,0,0
2026-03-09 19:30:00,P4,260,16,244,0.06153846153846154,0.0,0,0
2026-03-09 19:30:00,P5,120,17,103,0.14166666666666666,0.0,0,0
2026-03-09 19:30:00,P6,300,6,294,0.02,0.97,0,0
2026-03-09 20:00:00,P1,180,44,136,0.24444444444444444,0.0,0,0
2026-03-09 20:00:00,P2,140,29,111,0.20714285714285716,0.0,0,0
2026-03-09 20:00:00,P3,220,32,188,0.14545454545454545,0.0,0,0
2026-03-09 20:00:00,P4,260,15,245,0.057692307692307696,0.0,0,0
2026-03-09 20:00:00,P5,120,23,97,0.19166666666666668,0.0,0,0
2026-03-09 20:00:00,P6,300,6,294,0.02,0.0,0,0
2026-03-09 20:30:00,P1,180,45,135,0.25,0.0,0,0
2026-03-09 20:30:00,P2,140,31,109,0.22142857142857142,0.0,0,0
2026-03-09 20:30:00,P3,220,23,197,0.10454545454545454,0.0,0,0
2026-03-09 20:30:00,P4,260,24,236,0.09230769230769231,0.0,0,0
2026-03-09 20:30:00,P5,120,20,100,0.16666666666666666,0.0,0,0
2026-03-09 20:30:00,P6,300,15,285,0.05,0.0,0,0
2026-03-10 07:00:00,P1,180,57,123,0.31666666666666665,0.79,0,0
2026-03-10 07:00:00,P2,140,41,99,0.29285714285714287,2.5,0,0
2026-03-10 07:00:00,P3,220,52,168,0.23636363636363636,0.0,0,0
2026-03-10 07:00:00,P4,260,42,218,0.16153846153846155,0.0,0,0
2026-03-10 07:00:00,P5,120,34,86,0.2833333333333333,0.0,0,0
2026-03-10 07:00:00,P6,300,23,277,0.07666666666666666,0.0,0,0
2026-03-10 07:30:00,P1,180,67,113,0.37222222222222223,0.0,0,0
2026-03-10 07:30:00,P2,140,50,90,0.35714285714285715,0.0,0,0
2026-03-10 07:30:00,P3,220,67,153,0.30454545454545456,0.0,0,0
2026-03-10 07:30:00,P4,260,75,185,0.28846153846153844,0.0,0,0
2026-03-10 07:30:00,P5,120,44,76,0.36666666666666664,0.0,0,0
2026-03-10 07:30:00,P6,300,57,243,0.19,0.0,0,0
2026-03-10 08:00:00,P1,180,101,79,0.5611111111111111,2.0,0,0
2026-03-10 08:00:00,P2,140,67,73,0.4785714285714286,0.0,0,0
2026-03-10 08:00:00,P3,220,105,115,0.4772727272727273,0.0,0,0
2026-03-10 08:00:00,P4,260,92,168,0.35384615384615387,0.0,0,0
2026-03-10 08:00:00,P5,120,59,61,0.49166666666666664,0.0,0,0
2026-03-10 08:00:00,P6,300,98,202,0.32666666666666666,0.0,0,0
2026-03-10 08:30:00,P1,180,122,58,0.6777777777777778,0.0,0,0
2026-03-10 08:30:00,P2,140,85,55,0.6071428571428571,0.0,0,0
2026-03-10 08:30:00,P3,220,130,90,0.5909090909090909,0.0,0,0
2026-03-10 08:30:00,P4,260,137,123,0.5269230769230769,0.0,0,0
2026-03-10 08:30:00,P5,120,68,52,0.5666666666666667,0.17,0,0
2026-03-10 08:30:00,P6,300,131,169,0.43666666666666665,0.0,0,0
2026-03-10 09:00:00,P1,180,142,38,0.7888888888888889,0.0,0,0
2026-03-10 09:00:00,P2,140,107,33,0.7642857142857142,0.0,0,0
2026-03-10 09:00:00,P3,220,166,54,0.7545454545454545,1.13,0,0
2026-03-10 09:00:00,P4,260,158,102,0.6076923076923076,0.0,0,0
2026-03-10 09:00:00,P5,120,91,29,0.7583333333333333,0.0,0,0
2026-03-10 09:00:00,P6,300,160,140,0.5333333333333333,1.07,0,0
2026-03-10 09:30:00,P1,180,150,30,0.8333333333333334,0.0,0,0
2026-03-10 09:30:00,P2,140,112,28,0.8,0.0,0,0
2026-03-10 09:30:00,P3,220,166,54,0.7545454545454545,2.6,0,0
2026-03-10 09:30:00,P4,260,186,74,0.7153846153846154,0.84,0,0
2026-03-10 09:30:00,P5,120,95,25,0.7916666666666666,0.0,0,0
2026-03-10 09:30:00,P6,300,177,123,0.59,0.46,0,0
2026-03-10 10:00:00,P1,180,152,28,0.8444444444444444,0.86,0,0
2026-03-10 10:00:00,P2,140,110,30,0.7857142857142857,0.27,0,0
2026-03-10 10:00:00,P3,220,169,51,0.7681818181818182,0.0,0,0
2026-03-10 10:00:00,P4,260,178,82,0.6846153846153846,0.0,0,0
2026-03-10 10:00:00,P5,120,97,23,0.8083333333333333,0.0,0,0
2026-03-10 10:00:00,P6,300,196,104,0.6533333333333333,0.0,0,0
2026-03-10 10:30:00,P1,180,140,40,0.7777777777777778,1.3,0,0
2026-03-10 10:30:00,P2,140,98,42,0.7,0.0,0,0
2026-03-10 10:30:00,P3,220,133,87,0.6045454545454545,0.0,0,0
2026-03-10 10:30:00,P4,260,159,101,0.6115384615384616,0.0,0,0
2026-03-10 10:30:00,P5,120,84,36,0.7,0.0,0,0
2026-03-10 10:30:00,P6,300,157,143,0.5233333333333333,0.0,0,0
2026-03-10 11:00:00,P1,180,120,60,0.6666666666666666,0.0,0,0
2026-03-10 11:00:00,P2,140,89,51,0.6357142857142857,0.0,0,0
2026-03-10 11:00:00,P3,220,122,98,0.5545454545454546,1.87,0,0
2026-03-10 11:00:00,P4,260,142,118,0.5461538461538461,0.0,0,0
2026-03-10 11:00:00,P5,120,75,45,0.625,0.0,0,0
2026-03-10 11:00:00,P6,300,128,172,0.4266666666666667,0.0,0,0
2026-03-10 11:30:00,P1,180,107,73,0.5944444444444444,0.0,0,0
2026-03-10 11:30:00,P2,140,79,61,0.5642857142857143,0.0,0,0
2026-03-10 11:30:00,P3,220,101,119,0.4590909090909091,2.59,0,0
2026-03-10 11:30:00,P4,260,113,147,0.4346153846153846,0.0,0,0
2026-03-10 11:30:00,P5,120,60,60,0.5,0.0,0,0
2026-03-10 11:30:00,P6,300,108,192,0.36,0.0,0,0
2026-03-10 12:00:00,P1,180,91,89,0.5055555555555555,0.0,0,0
2026-03-10 12:00:00,P2,140,69,71,0.4928571428571429,0.0,0,0
2026-03-10 12:00:00,P3,220,99,121,0.45,0.0,0,0
2026-03-10 12:00:00,P4,260,107,153,0.4115384615384615,0.0,0,0
2026-03-10 12:00:00,P5,120,64,56,0.5333333333333333,0.0,0,0
2026-03-10 12:00:00,P6,300,94,206,0.31333333333333335,0.0,0,0
2026-03-10 12:30:00,P1,180,86,94,0.4777777777777778,0.4,0,0
2026-03-10 12:30:00,P2,140,64,76,0.45714285714285713,0.0,0,0
2026-03-10 12:30:00,P3,220,89,131,0.40454545454545454,0.0,0,0
2026-03-10 12:30:00,P4,260,92,168,0.35384615384615387,0.0,0,0
2026-03-10 12:30:00,P5,120,52,68,0.43333333333333335,0.0,0,0
2026-03-10 12:30:00,P6,300,75,225,0.25,0.0,0,0
2026-03-10 13:00:00,P1,180,88,92,0.4888888888888889,0.0,0,0
2026-03-10 13:00:00,P2,140,59,81,0.42142857142857143,0.0,0,0
2026-03-10 13:00:00,P3,220,85,135,0.38636363636363635,0.0,0,0
2026-03-10 13:00:00,P4,260,80,180,0.3076923076923077,0.0,0,0
2026-03-10 13:00:00,P5,120,47,73,0.39166666666666666,0.0,0,0
2026-03-10 13:00:00,P6,300,74,226,0.24666666666666667,0.0,0,0
2026-03-10 13:30:00,P1,180,80,100,0.4444444444444444,0.0,0,0
2026-03-10 13:30:00,P2,140,57,83,0.40714285714285714,0.0,0,0
2026-03-10 13:30:00,P3,220,72,148,0.32727272727272727,0.59,0,0
2026-03-10 13:30:00,P4,260,77,183,0.29615384615384616,0.0,0,0
2026-03-10 13:30:00,P5,120,47,73,0.39166666666666666,0.0,0,0
2026-03-10 13:30:00,P6,300,66,234,0.22,0.0,0,0
2026-03-10 14:00:00,P1,180,70,110,0.3888888888888889,0.0,0,0
2026-03-10 14:00:00,P2,140,49,91,0.35,0.0,0,0
2026-03-10 14:00:00,P3,220,72,148,0.32727272727272727,2.3,0,0
2026-03-10 14:00:00,P4,260,71,189,0.27307692307692305,1.46,0,0
2026-03-10 14:00:00,P5,120,48,72,0.4,0.0,0,0
2026-03-10 14:00:00,P6,300,48,252,0.16,0.0,0,0
2026-03-10 14:30:00,P1,180,59,121,0.3277777777777778,0.9,0,0
2026-03-10 14:30:00,P2,140,44,96,0.3142857142857143,0.0,0,0
2026-03-10 14:30:00,P3,220,51,169,0.2318181818181818,0.0,0,0
2026-03-10 14:30:00,P4,260,72,188,0.27692307692307694,0.0,0,0
2026-03-10 14:30:00,P5,120,38,82,0.31666666666666665,0.0,0,0
2026-03-10 14:30:00,P6,300,37,263,0.12333333333333334,0.0,0,0
2026-03-10 15:00:00,P1,180,63,117,0.35,0.0,0,0
2026-03-10 15:00:00,P2,140,50,90,0.35714285714285715,0.98,0,0
2026-03-10 15:00:00,P3,220,61,159,0.2772727272727273,0.0,0,0
2026-03-10 15:00:00,P4,260,52,208,0.2,0.0,0,0
2026-03-10 15:00:00,P5,120,42,78,0.35,0.0,0,0
2026-03-10 15:00:00,P6,300,30,270,0.1,0.96,0,0
2026-03-10 15:30:00,P1,180,56,124,0.3111111111111111,0.19,0,0
2026-03-10 15:30:00,P2,140,37,103,0.2642857142857143,0.0,0,0
2026-03-10 15:30:00,P3,220,56,164,0.2545454545454545,1.6,0,0
2026-03-10 15:30:00,P4,260,39,221,0.15,0.0,0,0
2026-03-10 15:30:00,P5,120,33,87,0.275,0.0,0,0
2026-03-10 15:30:00,P6,300,27,273,0.09,0.0,0,0
2026-03-10 16:00:00,P1,180,63,117,0.35,0.0,0,0
2026-03-10 16:00:00,P2,140,40,100,0.2857142857142857,0.0,0,0
2026-03-10 16:00:00,P3,220,53,167,0.2409090909090909,0.0,0,0
2026-03-10 16:00:00,P4,260,52,208,0.2,0.0,0,0
2026-03-10 16:00:00,P5,120,28,92,0.23333333333333334,0.0,0,0
2026-03-10 16:00:00,P6,300,30,270,0.1,2.49,0,0
2026-03-10 16:30:00,P1,180,54,126,0.3,0.0,0,0
2026-03-10 16:30:00,P2,140,49,91,0.35,0.0,1,0
2026-03-10 16:30:00,P3,220,35,185,0.1590909090909091,0.0,0,0
2026-03-10 16:30:00,P4,260,46,214,0.17692307692307693,0.73,0,0
2026-03-10 16:30:00,P5,120,31,89,0.25833333333333336,0.0,0,0
2026-03-10 16:30:00,P6,300,22,278,0.07333333333333333,0.0,0,0
2026-03-10 17:00:00,P1,180,63,117,0.35,3.81,0,0
2026-03-10 17:00:00,P2,140,39,101,0.2785714285714286,0.0,0,0
2026-03-10 17:00:00,P3,220,49,171,0.22272727272727272,1.12,0,0
2026-03-10 17:00:00,P4,260,34,226,0.13076923076923078,0.0,0,0
2026-03-10 17:00:00,P5,120,28,92,0.23333333333333334,0.0,0,0
2026-03-10 17:00:00,P6,300,13,287,0.043333333333333335,0.0,0,0
2026-03-10 17:30:00,P1,180,44,136,0.24444444444444444,0.0,0,0
2026-03-10 17:30:00,P2,140,31,109,0.22142857142857142,0.0,0,0
2026-03-10 17:30:00,P3,220,40,180,0.18181818181818182,0.02,0,0
2026-03-10 17:30:00,P4,260,34,226,0.13076923076923078,0.0,0,0
2026-03-10 17:30:00,P5,120,32,88,0.26666666666666666,0.0,0,0
2026-03-10 17:30:00,P6,300,20,280,0.06666666666666667,0.0,0,0
2026-03-10 18:00:00,P1,180,49,131,0.2722222222222222,0.0,0,0
2026-03-10 18:00:00,P2,140,30,110,0.21428571428571427,0.0,0,0
2026-03-10 18:00:00,P3,220,27,193,0.12272727272727273,0.75,0,0
2026-03-10 18:00:00,P4,260,40,220,0.15384615384615385,0.55,0,0
2026-03-10 18:00:00,P5,120,21,99,0.175,0.0,0,0
2026-03-10 18:00:00,P6,300,6,294,0.02,0.0,0,0
2026-03-10 18:30:00,P1,180,49,131,0.2722222222222222,0.19,0,0
2026-03-10 18:30:00,P2,140,33,107,0.2357142857142857,0.0,0,0
2026-03-10 18:30:00,P3,220,38,182,0.17272727272727273,0.56,0,0
2026-03-10 18:30:00,P4,260,39,221,0.15,3.18,0,0
2026-03-10 18:30:00,P5,120,26,94,0.21666666666666667,0.0,0,0
2026-03-10 18:30:00,P6,300,6,294,0.02,0.0,0,0
2026-03-10 19:00:00,P1,180,46,134,0.25555555555555554,0.0,0,0
2026-03-10 19:00:00,P2,140,35,105,0.25,0.0,0,0
2026-03-10 19:00:00,P3,220,34,186,0.15454545454545454,0.0,0,0
2026-03-10 19:00:00,P4,260,26,234,0.1,0.0,0,0
2026-03-10 19:00:00,P5,120,28,92,0.23333333333333334,0.0,0,0
2026-03-10 19:00:00,P6,300,6,294,0.02,0.0,0,0
2026-03-10 19:30:00,P1,180,34,146,0.18888888888888888,0.0,0,0
2026-03-10 19:30:00,P2,140,30,110,0.21428571428571427,3.13,0,0
2026-03-10 19:30:00,P3,220,31,189,0.1409090909090909,2.01,0,0
2026-03-10 19:30:00,P4,260,18,242,0.06923076923076923,0.0,0,0
2026-03-10 19:30:00,P5,120,23,97,0.19166666666666668,0.97,0,0
2026-03-10 19:30:00,P6,300,8,292,0.02666666666666667,0.0,0,0
2026-03-10 20:00:00,P1,180,39,141,0.21666666666666667,0.0,0,0
2026-03-10 20:00:00,P2,140,31,109,0.22142857142857142,2.01,0,0
2026-03-10 20:00:00,P3,220,22,198,0.1,0.0,0,0
2026-03-10 20:00:00,P4,260,27,233,0.10384615384615385,0.0,0,0
2026-03-10 20:00:00,P5,120,20,100,0.16666666666666666,0.0,0,0
2026-03-10 20:00:00,P6,300,6,294,0.02,1.62,0,0
2026-03-10 20:30:00,P1,180,40,140,0.2222222222222222,0.0,0,0
2026-03-10 20:30:00,P2,140,27,113,0.19285714285714287,0.0,0,0
2026-03-10 20:30:00,P3,220,30,190,0.13636363636363635,0.0,0,0
2026-03-10 20:30:00,P4,260,23,237,0.08846153846153847,0.0,0,0
2026-03-10 20:30:00,P5,120,24,96,0.2,0.0,0,0
2026-03-10 20:30:00,P6,300,11,289,0.03666666666666667,0.0,0,0
2026-03-11 07:00:00,P1,180,61,119,0.3388888888888889,3.11,0,0
2026-03-11 07:00:00,P2,140,45,95,0.32142857142857145,0.0,0,0
2026-03-11 07:00:00,P3,220,47,173,0.21363636363636362,0.0,0,0
2026-03-11 07:00:00,P4,260,57,203,0.21923076923076923,0.0,0,0
2026-03-11 07:00:00,P5,120,29,91,0.24166666666666667,0.0,0,0
2026-03-11 07:00:00,P6,300,17,283,0.056666666666666664,0.0,0,0
2026-03-11 07:30:00,P1,180,66,114,0.36666666666666664,0.0,0,0
2026-03-11 07:30:00,P2,140,49,91,0.35,0.0,0,0
2026-03-11 07:30:00,P3,220,71,149,0.32272727272727275,1.61,0,0
2026-03-11 07:30:00,P4,260,63,197,0.2423076923076923,0.0,0,0
2026-03-11 07:30:00,P5,120,43,77,0.35833333333333334,0.0,0,0
2026-03-11 07:30:00,P6,300,64,236,0.21333333333333335,0.0,0,0
2026-03-11 08:00:00,P1,180,97,83,0.5388888888888889,0.0,0,0
2026-03-11 08:00:00,P2,140,68,72,0.4857142857142857,0.0,0,0
2026-03-11 08:00:00,P3,220,112,108,0.509090909090909,0.0,0,0
2026-03-11 08:00:00,P4,260,96,164,0.36923076923076925,0.0,0,0
2026-03-11 08:00:00,P5,120,60,60,0.5,0.0,0,0
2026-03-11 08:00:00,P6,300,102,198,0.34,0.0,0,0
2026-03-11 08:30:00,P1,180,124,56,0.6888888888888889,0.0,0,0
2026-03-11 08:30:00,P2,140,88,52,0.6285714285714286,0.0,0,0
2026-03-11 08:30:00,P3,220,137,83,0.6227272727272727,0.0,0,0
2026-03-11 08:30:00,P4,260,134,126,0.5153846153846153,0.0,0,0
2026-03-11 08:30:00,P5,120,70,50,0.5833333333333334,0.0,0,0
2026-03-11 08:30:00,P6,300,150,150,0.5,0.26,0,0
2026-03-11 09:00:00,P1,180,142,38,0.7888888888888889,0.76,0,0
2026-03-11 09:00:00,P2,140,109,31,0.7785714285714286,0.0,0,0
2026-03-11 09:00:00,P3,220,166,54,0.7545454545454545,0.0,0,0
2026-03-11 09:00:00,P4,260,182,78,0.7,0.0,0,0
2026-03-11 09:00:00,P5,120,89,31,0.7416666666666667,0.0,0,0
2026-03-11 09:00:00,P6,300,159,141,0.53,0.0,0,0
